Freq.	V(n003)
1.07398941234113e+02	(2.13264152788933e+01dB,1.21768353137809e+02°)
1.07646521362972e+02	(2.13119564857060e+01dB,1.21709260078471e+02°)
1.07894672222971e+02	(2.12974792635923e+01dB,1.21650227618965e+02°)
1.08143395129782e+02	(2.12829836504008e+01dB,1.21591255947394e+02°)
1.08392691402109e+02	(2.12684696842786e+01dB,1.21532345248606e+02°)
1.08642562361695e+02	(2.12539374032282e+01dB,1.21473495708250e+02°)
1.08893009333332e+02	(2.12393868454381e+01dB,1.21414707509734e+02°)
1.09144033644864e+02	(2.12248180492248e+01dB,1.21355980834736e+02°)
1.09395636627197e+02	(2.12102310530859e+01dB,1.21297315862701e+02°)
1.09647819614307e+02	(2.11956258951008e+01dB,1.21238712776383e+02°)
1.09900583943240e+02	(2.11810026139638e+01dB,1.21180171752269e+02°)
1.10153930954130e+02	(2.11663612481666e+01dB,1.21121692968137e+02°)
1.10407861990195e+02	(2.11517018363774e+01dB,1.21063276599530e+02°)
1.10662378397755e+02	(2.11370244171701e+01dB,1.21004922822271e+02°)
1.10917481526228e+02	(2.11223290292927e+01dB,1.20946631809948e+02°)
1.11173172728147e+02	(2.11076157116652e+01dB,1.20888403733921e+02°)
1.11429453359161e+02	(2.10928845030574e+01dB,1.20830238766325e+02°)
1.11686324778044e+02	(2.10781354425151e+01dB,1.20772137076064e+02°)
1.11943788346703e+02	(2.10633685689860e+01dB,1.20714098832318e+02°)
1.12201845430184e+02	(2.10485839215320e+01dB,1.20656124202533e+02°)
1.12460497396680e+02	(2.10337815393268e+01dB,1.20598213352437e+02°)
1.12719745617539e+02	(2.10189614614447e+01dB,1.20540366448016e+02°)
1.12979591467267e+02	(2.10041237271755e+01dB,1.20482583652542e+02°)
1.13240036323543e+02	(2.09892683759165e+01dB,1.20424865127563e+02°)
1.13501081567219e+02	(2.09743954467037e+01dB,1.20367211037365e+02°)
1.13762728582331e+02	(2.09595049792520e+01dB,1.20309621539064e+02°)
1.14024978756104e+02	(2.09445970128613e+01dB,1.20252096793007e+02°)
1.14287833478965e+02	(2.09296715872452e+01dB,1.20194636954857e+02°)
1.14551294144541e+02	(2.09147287416529e+01dB,1.20137242183987e+02°)
1.14815362149676e+02	(2.08997685159497e+01dB,1.20079912633121e+02°)
1.15080038894431e+02	(2.08847909496385e+01dB,1.20022648457703e+02°)
1.15345325782097e+02	(2.08697960824243e+01dB,1.19965449810474e+02°)
1.15611224219197e+02	(2.08547839540587e+01dB,1.19908316842955e+02°)
1.15877735615500e+02	(2.08397546045920e+01dB,1.19851249702996e+02°)
1.16144861384021e+02	(2.08247080736114e+01dB,1.19794248542130e+02°)
1.16412602941036e+02	(2.08096444009014e+01dB,1.19737313509194e+02°)
1.16680961706083e+02	(2.07945636266413e+01dB,1.19680444748385e+02°)
1.16949939101974e+02	(2.07794657906988e+01dB,1.19623642406109e+02°)
1.17219536554800e+02	(2.07643509331326e+01dB,1.19566906626088e+02°)
1.17489755493940e+02	(2.07492190939408e+01dB,1.19510237551803e+02°)
1.17760597352068e+02	(2.07340703131107e+01dB,1.19453635326006e+02°)
1.18032063565160e+02	(2.07189046309150e+01dB,1.19397100087806e+02°)
1.18304155572503e+02	(2.07037220874642e+01dB,1.19340631977043e+02°)
1.18576874816703e+02	(2.06885227229531e+01dB,1.19284231131862e+02°)
1.18850222743689e+02	(2.06733065776603e+01dB,1.19227897688714e+02°)
1.19124200802724e+02	(2.06580736917500e+01dB,1.19171631784292e+02°)
1.19398810446414e+02	(2.06428241055172e+01dB,1.19115433553116e+02°)
1.19674053130711e+02	(2.06275578592883e+01dB,1.19059303128497e+02°)
1.19949930314925e+02	(2.06122749937100e+01dB,1.19003240639658e+02°)
1.20226443461728e+02	(2.05969755486825e+01dB,1.18947246222319e+02°)
1.20503594037166e+02	(2.05816595650062e+01dB,1.18891320002340e+02°)
1.20781383510665e+02	(2.05663270829763e+01dB,1.18835462109671e+02°)
1.21059813355035e+02	(2.05509781429636e+01dB,1.18779672672577e+02°)
1.21338885046484e+02	(2.05356127855562e+01dB,1.18723951816212e+02°)
1.21618600064623e+02	(2.05202310513650e+01dB,1.18668299664537e+02°)
1.21898959892473e+02	(2.05048329808335e+01dB,1.18612716342236e+02°)
1.22179966016474e+02	(2.04894186144286e+01dB,1.18557201972793e+02°)
1.22461619926491e+02	(2.04739879928753e+01dB,1.18501756676121e+02°)
1.22743923115827e+02	(2.04585411568232e+01dB,1.18446380571903e+02°)
1.23026877081224e+02	(2.04430781465658e+01dB,1.18391073782434e+02°)
1.23310483322877e+02	(2.04275990032132e+01dB,1.18335836420749e+02°)
1.23594743344437e+02	(2.04121037671421e+01dB,1.18280668606302e+02°)
1.23879658653023e+02	(2.03965924789348e+01dB,1.18225570455459e+02°)
1.24165230759227e+02	(2.03810651795144e+01dB,1.18170542080097e+02°)
1.24451461177125e+02	(2.03655219094927e+01dB,1.18115583594232e+02°)
1.24738351424280e+02	(2.03499627095883e+01dB,1.18060695109755e+02°)
1.25025903021758e+02	(2.03343876205326e+01dB,1.18005876737389e+02°)
1.25314117494128e+02	(2.03187966831146e+01dB,1.17951128586215e+02°)
1.25602996369473e+02	(2.03031899379055e+01dB,1.17896450766493e+02°)
1.25892541179403e+02	(2.02875674259892e+01dB,1.17841843382155e+02°)
1.26182753459053e+02	(2.02719291878196e+01dB,1.17787306542537e+02°)
1.26473634747101e+02	(2.02562752643151e+01dB,1.17732840351123e+02°)
1.26765186585770e+02	(2.02406056963995e+01dB,1.17678444910244e+02°)
1.27057410520840e+02	(2.02249205246419e+01dB,1.17624120324812e+02°)
1.27350308101652e+02	(2.02092197898883e+01dB,1.17569866695779e+02°)
1.27643880881120e+02	(2.01935035330336e+01dB,1.17515684122480e+02°)
1.27938130415738e+02	(2.01777717947969e+01dB,1.17461572704965e+02°)
1.28233058265588e+02	(2.01620246161235e+01dB,1.17407532539812e+02°)
1.28528665994347e+02	(2.01462620377375e+01dB,1.17353563724776e+02°)
1.28824955169299e+02	(2.01304841003650e+01dB,1.17299666356465e+02°)
1.29121927361339e+02	(2.01146908449536e+01dB,1.17245840528032e+02°)
1.29419584144984e+02	(2.00988823123169e+01dB,1.17192086332886e+02°)
1.29717927098381e+02	(2.00830585431357e+01dB,1.17138403864680e+02°)
1.30016957803314e+02	(2.00672195783955e+01dB,1.17084793212709e+02°)
1.30316677845215e+02	(2.00513654587282e+01dB,1.17031254468822e+02°)
1.30617088813169e+02	(2.00354962250675e+01dB,1.16977787720520e+02°)
1.30918192299926e+02	(2.00196119182108e+01dB,1.16924393055561e+02°)
1.31219989901906e+02	(2.00037125788205e+01dB,1.16871070561956e+02°)
1.31522483219209e+02	(1.99877982478117e+01dB,1.16817820323844e+02°)
1.31825673855626e+02	(1.99718689660050e+01dB,1.16764642425171e+02°)
1.32129563418643e+02	(1.99559247739129e+01dB,1.16711536951961e+02°)
1.32434153519451e+02	(1.99399657126386e+01dB,1.16658503982740e+02°)
1.32739445772959e+02	(1.99239918225490e+01dB,1.16605543602674e+02°)
1.33045441797794e+02	(1.99080031447675e+01dB,1.16552655887631e+02°)
1.33352143216317e+02	(1.98919997198099e+01dB,1.16499840918743e+02°)
1.33659551654629e+02	(1.98759815884351e+01dB,1.16447098773317e+02°)
1.33967668742578e+02	(1.98599487913885e+01dB,1.16394429527566e+02°)
1.34276496113771e+02	(1.98439013692335e+01dB,1.16341833258416e+02°)
1.34586035405580e+02	(1.98278393628126e+01dB,1.16289310038541e+02°)
1.34896288259150e+02	(1.98117628125764e+01dB,1.16236859943588e+02°)
1.35207256319412e+02	(1.97956717594180e+01dB,1.16184483043164e+02°)
1.35518941235088e+02	(1.97795662437970e+01dB,1.16132179410295e+02°)
1.35831344658700e+02	(1.97634463063223e+01dB,1.16079949115130e+02°)
1.36144468246579e+02	(1.97473119877485e+01dB,1.16027792224949e+02°)
1.36458313658877e+02	(1.97311633283585e+01dB,1.15975708810889e+02°)
1.36772882559569e+02	(1.97150003689903e+01dB,1.15923698936750e+02°)
1.37088176616470e+02	(1.96988231500099e+01dB,1.15871762670187e+02°)
1.37404197501236e+02	(1.96826317119261e+01dB,1.15819900076002e+02°)
1.37720946889379e+02	(1.96664260953470e+01dB,1.15768111216605e+02°)
1.38038426460273e+02	(1.96502063406544e+01dB,1.15716396155575e+02°)
1.38356637897162e+02	(1.96339724881671e+01dB,1.15664754955876e+02°)
1.38675582887173e+02	(1.96177245785424e+01dB,1.15613187675434e+02°)
1.38995263121319e+02	(1.96014626520891e+01dB,1.15561694374676e+02°)
1.39315680294514e+02	(1.95851867489717e+01dB,1.15510275114306e+02°)
1.39636836105578e+02	(1.95688969097682e+01dB,1.15458929949128e+02°)
1.39958732257246e+02	(1.95525931747487e+01dB,1.15407658936007e+02°)
1.40281370456180e+02	(1.95362755841164e+01dB,1.15356462131207e+02°)
1.40604752412975e+02	(1.95199441781257e+01dB,1.15305339589083e+02°)
1.40928879842171e+02	(1.95035989970802e+01dB,1.15254291362086e+02°)
1.41253754462259e+02	(1.94872400812136e+01dB,1.15203317502088e+02°)
1.41579377995692e+02	(1.94708674704548e+01dB,1.15152418062998e+02°)
1.41905752168893e+02	(1.94544812051718e+01dB,1.15101593092464e+02°)
1.42232878712266e+02	(1.94380813253870e+01dB,1.15050842640617e+02°)
1.42560759360202e+02	(1.94216678712072e+01dB,1.15000166755271e+02°)
1.42889395851094e+02	(1.94052408825899e+01dB,1.14949565484538e+02°)
1.43218789927338e+02	(1.93888003995361e+01dB,1.14899038874656e+02°)
1.43548943335349e+02	(1.93723464620894e+01dB,1.14848586969998e+02°)
1.43879857825568e+02	(1.93558791101804e+01dB,1.14798209814813e+02°)
1.44211535152470e+02	(1.93393983836278e+01dB,1.14747907453218e+02°)
1.44543977074576e+02	(1.93229043223285e+01dB,1.14697679927047e+02°)
1.44877185354459e+02	(1.93063969660663e+01dB,1.14647527278010e+02°)
1.45211161758757e+02	(1.92898763547010e+01dB,1.14597449545547e+02°)
1.45545908058180e+02	(1.92733425279022e+01dB,1.14547446769838e+02°)
1.45881426027518e+02	(1.92567955254520e+01dB,1.14497518988374e+02°)
1.46217717445655e+02	(1.92402353869794e+01dB,1.14447666238962e+02°)
1.46554784095574e+02	(1.92236621522232e+01dB,1.14397888556733e+02°)
1.46892627764370e+02	(1.92070758604705e+01dB,1.14348185980551e+02°)
1.47231250243255e+02	(1.91904765515274e+01dB,1.14298558541915e+02°)
1.47570653327572e+02	(1.91738642648589e+01dB,1.14249006274787e+02°)
1.47910838816804e+02	(1.91572390398509e+01dB,1.14199529212600e+02°)
1.48251808514578e+02	(1.91406009158839e+01dB,1.14150127387407e+02°)
1.48593564228683e+02	(1.91239499324786e+01dB,1.14100800828201e+02°)
1.48936107771074e+02	(1.91072861289269e+01dB,1.14051549565155e+02°)
1.49279440957882e+02	(1.90906095444032e+01dB,1.14002373628346e+02°)
1.49623565609426e+02	(1.90739202182562e+01dB,1.13953273044384e+02°)
1.49968483550220e+02	(1.90572181896786e+01dB,1.13904247840216e+02°)
1.50314196608985e+02	(1.90405034977080e+01dB,1.13855298043126e+02°)
1.50660706618657e+02	(1.90237761815887e+01dB,1.13806423676531e+02°)
1.51008015416397e+02	(1.90070362802285e+01dB,1.13757624766290e+02°)
1.51356124843603e+02	(1.89902838327750e+01dB,1.13708901333991e+02°)
1.51705036745916e+02	(1.89735188780758e+01dB,1.13660253403246e+02°)
1.52054752973232e+02	(1.89567414551085e+01dB,1.13611680994667e+02°)
1.52405275379711e+02	(1.89399516025875e+01dB,1.13563184130463e+02°)
1.52756605823789e+02	(1.89231493595322e+01dB,1.13514762827782e+02°)
1.53108746168185e+02	(1.89063347645565e+01dB,1.13466417107038e+02°)
1.53461698279912e+02	(1.88895078563651e+01dB,1.13418146986084e+02°)
1.53815464030286e+02	(1.88726686736814e+01dB,1.13369952481063e+02°)
1.54170045294938e+02	(1.88558172551058e+01dB,1.13321833608062e+02°)
1.54525443953823e+02	(1.88389536391512e+01dB,1.13273790382698e+02°)
1.54881661891230e+02	(1.88220778642432e+01dB,1.13225822820123e+02°)
1.55238700995790e+02	(1.88051899689275e+01dB,1.13177930932558e+02°)
1.55596563160489e+02	(1.87882899915912e+01dB,1.13130114732590e+02°)
1.55955250282677e+02	(1.87713779704290e+01dB,1.13082374233582e+02°)
1.56314764264077e+02	(1.87544539438912e+01dB,1.13034709444345e+02°)
1.56675107010797e+02	(1.87375179501309e+01dB,1.12987120375705e+02°)
1.57036280433337e+02	(1.87205700273486e+01dB,1.12939607036403e+02°)
1.57398286446603e+02	(1.87036102136199e+01dB,1.12892169435152e+02°)
1.57761126969916e+02	(1.86866385469979e+01dB,1.12844807579406e+02°)
1.58124803927020e+02	(1.86696550653432e+01dB,1.12797521477404e+02°)
1.58489319246093e+02	(1.86526598068986e+01dB,1.12750311131270e+02°)
1.58854674859759e+02	(1.86356528092400e+01dB,1.12703176549596e+02°)
1.59220872705098e+02	(1.86186341104248e+01dB,1.12656117733663e+02°)
1.59587914723655e+02	(1.86016037481141e+01dB,1.12609134687973e+02°)
1.59955802861448e+02	(1.85845617599445e+01dB,1.12562227415797e+02°)
1.60324539068985e+02	(1.85675081836595e+01dB,1.12515395917574e+02°)
1.60694125301269e+02	(1.85504430568417e+01dB,1.12468640194140e+02°)
1.61064563517808e+02	(1.85333664169472e+01dB,1.12421960246321e+02°)
1.61435855682630e+02	(1.85162783014048e+01dB,1.12375356073733e+02°)
1.61808003764288e+02	(1.84991787477790e+01dB,1.12328827672791e+02°)
1.62181009735874e+02	(1.84820677933090e+01dB,1.12282375042313e+02°)
1.62554875575029e+02	(1.84649454752054e+01dB,1.12235998179917e+02°)
1.62929603263953e+02	(1.84478118307796e+01dB,1.12189697080440e+02°)
1.63305194789414e+02	(1.84306668971171e+01dB,1.12143471739922e+02°)
1.63681652142762e+02	(1.84135107114342e+01dB,1.12097322151241e+02°)
1.64058977319935e+02	(1.83963433105279e+01dB,1.12051248310852e+02°)
1.64437172321474e+02	(1.83791647316158e+01dB,1.12005250208502e+02°)
1.64816239152531e+02	(1.83619750113351e+01dB,1.11959327839486e+02°)
1.65196179822882e+02	(1.83447741867727e+01dB,1.11913481192025e+02°)
1.65576996346933e+02	(1.83275622944694e+01dB,1.11867710259481e+02°)
1.65958690743736e+02	(1.83103393712207e+01dB,1.11822015030523e+02°)
1.66341265036997e+02	(1.82931054537236e+01dB,1.11776395493464e+02°)
1.66724721255087e+02	(1.82758605784502e+01dB,1.11730851637823e+02°)
1.67109061431051e+02	(1.82586047819334e+01dB,1.11685383450804e+02°)
1.67494287602624e+02	(1.82413381005760e+01dB,1.11639990919651e+02°)
1.67880401812236e+02	(1.82240605709015e+01dB,1.11594674028533e+02°)
1.68267406107027e+02	(1.82067722289278e+01dB,1.11549432766327e+02°)
1.68655302538854e+02	(1.81894731111056e+01dB,1.11504267114961e+02°)
1.69044093164306e+02	(1.81721632535360e+01dB,1.11459177059131e+02°)
1.69433780044713e+02	(1.81548426923454e+01dB,1.11414162581648e+02°)
1.69824365246154e+02	(1.81375114634365e+01dB,1.11369223666532e+02°)
1.70215850839475e+02	(1.81201696029522e+01dB,1.11324360293232e+02°)
1.70608238900292e+02	(1.81028171466574e+01dB,1.11279572444337e+02°)
1.71001531509008e+02	(1.80854541304014e+01dB,1.11234860099805e+02°)
1.71395730750822e+02	(1.80680805899027e+01dB,1.11190223239656e+02°)
1.71790838715738e+02	(1.80506965609312e+01dB,1.11145661841680e+02°)
1.72186857498580e+02	(1.80333020790340e+01dB,1.11101175884886e+02°)
1.72583789199000e+02	(1.80158971796579e+01dB,1.11056765347965e+02°)
1.72981635921489e+02	(1.79984818984508e+01dB,1.11012430205494e+02°)
1.73380399775393e+02	(1.79810562706870e+01dB,1.10968170435172e+02°)
1.73780082874917e+02	(1.79636203317504e+01dB,1.10923986011736e+02°)
1.74180687339141e+02	(1.79461741168031e+01dB,1.10879876911145e+02°)
1.74582215292030e+02	(1.79287176611147e+01dB,1.10835843106409e+02°)
1.74984668862445e+02	(1.79112509997925e+01dB,1.10791884571008e+02°)
1.75388050184155e+02	(1.78937741677826e+01dB,1.10748001278889e+02°)
1.75792361395848e+02	(1.78762872001068e+01dB,1.10704193201449e+02°)
1.76197604641142e+02	(1.78587901317131e+01dB,1.10660460309434e+02°)
1.76603782068595e+02	(1.78412829973584e+01dB,1.10616802574440e+02°)
1.77010895831721e+02	(1.78237658317267e+01dB,1.10573219967408e+02°)
1.77418948088995e+02	(1.78062386695749e+01dB,1.10529712456763e+02°)
1.77827941003871e+02	(1.77887015454685e+01dB,1.10486280011787e+02°)
1.78237876744788e+02	(1.77711544939282e+01dB,1.10442922600748e+02°)
1.78648757485184e+02	(1.77535975494004e+01dB,1.10399640191281e+02°)
1.79060585403508e+02	(1.77360307462857e+01dB,1.10356432750021e+02°)
1.79473362683231e+02	(1.77184541187947e+01dB,1.10313300244458e+02°)
1.79887091512857e+02	(1.77008677012357e+01dB,1.10270242639238e+02°)
1.80301774085935e+02	(1.76832715277554e+01dB,1.10227259899499e+02°)
1.80717412601071e+02	(1.76656656323109e+01dB,1.10184351991238e+02°)
1.81134009261938e+02	(1.76480500490692e+01dB,1.10141518876160e+02°)
1.81551566277292e+02	(1.76304248118363e+01dB,1.10098760519040e+02°)
1.81970085860976e+02	(1.76127899544847e+01dB,1.10056076882214e+02°)
1.82389570231942e+02	(1.75951455107543e+01dB,1.10013467928148e+02°)
1.82810021614252e+02	(1.75774915144210e+01dB,1.09970933617253e+02°)
1.83231442237099e+02	(1.75598279990154e+01dB,1.09928473911541e+02°)
1.83653834334812e+02	(1.75421549981320e+01dB,1.09886088770609e+02°)
1.84077200146873e+02	(1.75244725451765e+01dB,1.09843778154926e+02°)
1.84501541917925e+02	(1.75067806735058e+01dB,1.09801542024014e+02°)
1.84926861897785e+02	(1.74890794165385e+01dB,1.09759380335010e+02°)
1.85353162341459e+02	(1.74713688074488e+01dB,1.09717293046649e+02°)
1.85780445509147e+02	(1.74536488794168e+01dB,1.09675280116014e+02°)
1.86208713666264e+02	(1.74359196654897e+01dB,1.09633341500343e+02°)
1.86637969083444e+02	(1.74181811985826e+01dB,1.09591477157027e+02°)
1.87068214036557e+02	(1.74004335117244e+01dB,1.09549687040384e+02°)
1.87499450806719e+02	(1.73826766378373e+01dB,1.09507971104546e+02°)
1.87931681680304e+02	(1.73649106094666e+01dB,1.09466329307026e+02°)
1.88364908948957e+02	(1.73471354594597e+01dB,1.09424761599784e+02°)
1.88799134909606e+02	(1.73293512203144e+01dB,1.09383267937806e+02°)
1.89234361864475e+02	(1.73115579246122e+01dB,1.09341848273400e+02°)
1.89670592121092e+02	(1.72937556048555e+01dB,1.09300502558342e+02°)
1.90107827992307e+02	(1.72759442933066e+01dB,1.09259230746004e+02°)
1.90546071796302e+02	(1.72581240223633e+01dB,1.09218032786393e+02°)
1.90985325856601e+02	(1.72402948241307e+01dB,1.09176908631821e+02°)
1.91425592502085e+02	(1.72224567309006e+01dB,1.09135858230551e+02°)
1.91866874067006e+02	(1.72046097744875e+01dB,1.09094881535610e+02°)
1.92309172890992e+02	(1.71867539870243e+01dB,1.09053978494232e+02°)
1.92752491319070e+02	(1.71688894004313e+01dB,1.09013149054902e+02°)
1.93196831701669e+02	(1.71510160464439e+01dB,1.08972393167000e+02°)
1.93642196394637e+02	(1.71331339567974e+01dB,1.08931710778348e+02°)
1.94088587759254e+02	(1.71152431632249e+01dB,1.08891101835225e+02°)
1.94536008162243e+02	(1.70973436972493e+01dB,1.08850566285156e+02°)
1.94984459975781e+02	(1.70794355903139e+01dB,1.08810104075171e+02°)
1.95433945577516e+02	(1.70615188738857e+01dB,1.08769715150420e+02°)
1.95884467350575e+02	(1.70435935793767e+01dB,1.08729399455228e+02°)
1.96336027683581e+02	(1.70256597378614e+01dB,1.08689156936890e+02°)
1.96788628970660e+02	(1.70077173806939e+01dB,1.08648987537393e+02°)
1.97242273611461e+02	(1.69897665388653e+01dB,1.08608891202038e+02°)
1.97696964011162e+02	(1.69718072434147e+01dB,1.08568867873936e+02°)
1.98152702580486e+02	(1.69538395253004e+01dB,1.08528917495729e+02°)
1.98609491735713e+02	(1.69358634152983e+01dB,1.08489040010965e+02°)
1.99067333898694e+02	(1.69178789442816e+01dB,1.08449235360336e+02°)
1.99526231496863e+02	(1.68998861428399e+01dB,1.08409503486808e+02°)
1.99986186963250e+02	(1.68818850416589e+01dB,1.08369844330506e+02°)
2.00447202736492e+02	(1.68638756712427e+01dB,1.08330257832470e+02°)
2.00909281260848e+02	(1.68458580620646e+01dB,1.08290743932610e+02°)
2.01372424986214e+02	(1.68278322443922e+01dB,1.08251302572084e+02°)
2.01836636368131e+02	(1.68097982486366e+01dB,1.08211933688568e+02°)
2.02301917867802e+02	(1.67917561050028e+01dB,1.08172637220993e+02°)
2.02768271952103e+02	(1.67737058434666e+01dB,1.08133413109874e+02°)
2.03235701093597e+02	(1.67556474942443e+01dB,1.08094261290919e+02°)
2.03704207770547e+02	(1.67375810871747e+01dB,1.08055181703447e+02°)
2.04173794466928e+02	(1.67195066521879e+01dB,1.08016174283998e+02°)
2.04644463672442e+02	(1.67014242191812e+01dB,1.07977238968034e+02°)
2.05116217882531e+02	(1.66833338176778e+01dB,1.07938375694600e+02°)
2.05589059598389e+02	(1.66652354774611e+01dB,1.07899584397660e+02°)
2.06062991326975e+02	(1.66471292280140e+01dB,1.07860865013766e+02°)
2.06538015581027e+02	(1.66290150988356e+01dB,1.07822217477730e+02°)
2.07014134879079e+02	(1.66108931192709e+01dB,1.07783641724956e+02°)
2.07491351745465e+02	(1.65927633187523e+01dB,1.07745137688135e+02°)
2.07969668710344e+02	(1.65746257264619e+01dB,1.07706705301874e+02°)
2.08449088309703e+02	(1.65564803714296e+01dB,1.07668344501370e+02°)
2.08929613085378e+02	(1.65383272828429e+01dB,1.07630055218137e+02°)
2.09411245585063e+02	(1.65201664896882e+01dB,1.07591837384950e+02°)
2.09893988362326e+02	(1.65019980208703e+01dB,1.07553690934201e+02°)
2.10377843976621e+02	(1.64838219051658e+01dB,1.07515615798551e+02°)
2.10862814993303e+02	(1.64656381713406e+01dB,1.07477611909305e+02°)
2.11348903983638e+02	(1.64474468480792e+01dB,1.07439679197394e+02°)
2.11836113524824e+02	(1.64292479639144e+01dB,1.07401817594354e+02°)
2.12324446199996e+02	(1.64110415473212e+01dB,1.07364027031022e+02°)
2.12813904598245e+02	(1.63928276268566e+01dB,1.07326307435609e+02°)
2.13304491314631e+02	(1.63746062307162e+01dB,1.07288658739848e+02°)
2.13796208950197e+02	(1.63563773872009e+01dB,1.07251080872522e+02°)
2.14289060111979e+02	(1.63381411244376e+01dB,1.07213573763349e+02°)
2.14783047413027e+02	(1.63198974706333e+01dB,1.07176137339446e+02°)
2.15278173472410e+02	(1.63016464537292e+01dB,1.07138771530153e+02°)
2.15774440915240e+02	(1.62833881016085e+01dB,1.07101476264136e+02°)
2.16271852372675e+02	(1.62651224421654e+01dB,1.07064251468439e+02°)
2.16770410481942e+02	(1.62468495031892e+01dB,1.07027097070087e+02°)
2.17270117886347e+02	(1.62285693123655e+01dB,1.06990012996090e+02°)
2.17770977235289e+02	(1.62102818972533e+01dB,1.06952999173756e+02°)
2.18272991184273e+02	(1.61919872853986e+01dB,1.06916055529110e+02°)
2.18776162394928e+02	(1.61736855042664e+01dB,1.06879181987850e+02°)
2.19280493535017e+02	(1.61553765811281e+01dB,1.06842378476928e+02°)
2.19785987278455e+02	(1.61370605433762e+01dB,1.06805644920133e+02°)
2.20292646305318e+02	(1.61187374181877e+01dB,1.06768981242830e+02°)
2.20800473301862e+02	(1.61004072326362e+01dB,1.06732387370380e+02°)
2.21309470960536e+02	(1.60820700137817e+01dB,1.06695863226888e+02°)
2.21819641979994e+02	(1.60637257885811e+01dB,1.06659408736462e+02°)
2.22330989065112e+02	(1.60453745839546e+01dB,1.06623023822282e+02°)
2.22843514927002e+02	(1.60270164265430e+01dB,1.06586708410023e+02°)
2.23357222283025e+02	(1.60086513432596e+01dB,1.06550462420081e+02°)
2.23872113856806e+02	(1.59902793606720e+01dB,1.06514285776290e+02°)
2.24388192378248e+02	(1.59719005052244e+01dB,1.06478178402798e+02°)
2.24905460583550e+02	(1.59535148035431e+01dB,1.06442140219747e+02°)
2.25423921215215e+02	(1.59351222819115e+01dB,1.06406171150703e+02°)
2.25943577022069e+02	(1.59167229667072e+01dB,1.06370271116471e+02°)
2.26464430759277e+02	(1.58983168841406e+01dB,1.06334440038808e+02°)
2.26986485188354e+02	(1.58799040603416e+01dB,1.06298677839186e+02°)
2.27509743077178e+02	(1.58614845214465e+01dB,1.06262984437576e+02°)
2.28034207200013e+02	(1.58430582934036e+01dB,1.06227359755203e+02°)
2.28559880337514e+02	(1.58246254020602e+01dB,1.06191803713320e+02°)
2.29086765276748e+02	(1.58061858733974e+01dB,1.06156316229863e+02°)
2.29614864811207e+02	(1.57877397330386e+01dB,1.06120897226460e+02°)
2.30144181740822e+02	(1.57692870066770e+01dB,1.06085546622343e+02°)
2.30674718871978e+02	(1.57508277199684e+01dB,1.06050264335878e+02°)
2.31206479017530e+02	(1.57323618983193e+01dB,1.06015050287592e+02°)
2.31739464996819e+02	(1.57138895672680e+01dB,1.05979904394734e+02°)
2.32273679635681e+02	(1.56954107521677e+01dB,1.05944826575814e+02°)
2.32809125766471e+02	(1.56769254782290e+01dB,1.05909816749988e+02°)
2.33345806228071e+02	(1.56584337705632e+01dB,1.05874874836456e+02°)
2.33883723865906e+02	(1.56399356544945e+01dB,1.05840000749985e+02°)
2.34422881531963e+02	(1.56214311549751e+01dB,1.05805194409293e+02°)
2.34963282084801e+02	(1.56029202969000e+01dB,1.05770455732549e+02°)
2.35504928389571e+02	(1.55844031051680e+01dB,1.05735784636491e+02°)
2.36047823318028e+02	(1.55658796046197e+01dB,1.05701181037328e+02°)
2.36591969748546e+02	(1.55473498199549e+01dB,1.05666644851929e+02°)
2.37137370566135e+02	(1.55288137758357e+01dB,1.05632175996340e+02°)
2.37684028662458e+02	(1.55102714967433e+01dB,1.05597774387851e+02°)
2.38231946935839e+02	(1.54917230072646e+01dB,1.05563439940878e+02°)
2.38781128291287e+02	(1.54731683318055e+01dB,1.05529172571090e+02°)
2.39331575640508e+02	(1.54546074946123e+01dB,1.05494972195106e+02°)
2.39883291901919e+02	(1.54360405199553e+01dB,1.05460838727860e+02°)
2.40436280000663e+02	(1.54174674320667e+01dB,1.05426772083489e+02°)
2.40990542868629e+02	(1.53988882549591e+01dB,1.05392772177962e+02°)
2.41546083444463e+02	(1.53803030127489e+01dB,1.05358838924416e+02°)
2.42102904673587e+02	(1.53617117292332e+01dB,1.05324972239268e+02°)
2.42661009508211e+02	(1.53431144284126e+01dB,1.05291172034668e+02°)
2.43220400907351e+02	(1.53245111339498e+01dB,1.05257438226329e+02°)
2.43781081836844e+02	(1.53059018696693e+01dB,1.05223770726295e+02°)
2.44343055269366e+02	(1.52872866590994e+01dB,1.05190169449589e+02°)
2.44906324184443e+02	(1.52686655258700e+01dB,1.05156634308444e+02°)
2.45470891568472e+02	(1.52500384933752e+01dB,1.05123165217202e+02°)
2.46036760414731e+02	(1.52314055850903e+01dB,1.05089762087717e+02°)
2.46603933723402e+02	(1.52127668242953e+01dB,1.05056424833378e+02°)
2.47172414501581e+02	(1.51941222341740e+01dB,1.05023153367667e+02°)
2.47742205763297e+02	(1.51754718380099e+01dB,1.04989947601319e+02°)
2.48313310529525e+02	(1.51568156588143e+01dB,1.04956807447738e+02°)
2.48885731828207e+02	(1.51381537196001e+01dB,1.04923732819009e+02°)
2.49459472694264e+02	(1.51194860433624e+01dB,1.04890723626192e+02°)
2.50034536169611e+02	(1.51008126529034e+01dB,1.04857779781872e+02°)
